iter	Passed	Remaining
556	23782	18914
557	23820	18868
558	23893	18849
559	23939	18809
560	23972	18759
561	24008	18711
562	24041	18660
563	24081	18616
564	24132	18580
565	24174	18536
566	24227	18502
567	24249	18443
568	24278	18390
569	24303	18334
570	24331	18280
571	24360	18227
572	24382	18170
573	24409	18115
574	24438	18063
575	24461	18006
576	24484	17949
577	24502	17889
578	24527	17834
579	24561	17785
580	24589	17732
581	24614	17678
582	24635	17621
583	24666	17570
584	24689	17514
585	24719	17463
586	24737	17404
587	24766	17353
588	24795	17302
589	24822	17249
590	24865	17207
591	24904	17164
592	24938	17116
593	24959	17059
594	24983	17005
595	25011	16953
596	25038	16901
597	25069	16852
598	25100	16803
599	25140	16760
600	25174	16713
601	25216	16671
602	25255	16627
603	25288	16579
604	25321	16531
605	25352	16483
606	25373	16428
607	25401	16377
608	25432	16328
609	25526	16320
610	25614	16307
611	25670	16274
612	25699	16224
613	25731	16176
614	25770	16132
615	25804	16085
616	25837	16038
617	25883	15998
618	25938	15965
619	25969	15916
620	26002	15869
621	26053	15833
622	26105	15797
623	26145	15754
624	26193	15716
625	26239	15676
626	26273	15629
627	26309	15584
628	26367	15552
629	26443	15530
630	26594	15552
631	26702	15548
632	26746	15506
633	26806	15475
634	26901	15463
635	26971	15436
636	27008	15390
637	27074	15361
638	27120	15321
639	27187	15293
640	27253	15263
641	27299	15223
642	27351	15186
643	27418	15156
644	27495	15132
645	27575	15110
646	27631	15075
647	27702	15048
648	27752	15009
649	27802	14970
650	27843	14926
651	27878	14879
652	27909	14831
653	27941	14782
654	27971	14733
655	28011	14689
656	28047	14642
657	28074	14591
658	28102	14541
659	28155	14504
660	28187	14456
661	28218	14407
662	28242	14355
663	28274	14307
664	28303	14258
665	28334	14209
666	28353	14155
667	28387	14108
668	28416	14059
669	28441	14008
670	28471	13960
671	28506	13914
672	28537	13865
673	28565	13816
674	28591	13766
675	28616	13715
676	28649	13669
677	28675	13618
678	28713	13574
679	28742	13525
680	28771	13477
681	28801	13429
682	28833	13382
683	28863	13334
684	28886	13283
685	28917	13236
686	28949	13189
687	29000	13151
688	29069	13121
689	29126	13085
690	29160	13039
691	29195	12994
692	29259	12962
693	29307	12922
694	29356	12883
695	29391	12837
696	29421	12789
697	29453	12743
698	29499	12702
699	29546	12662
700	29576	12615
701	29637	12581
702	29715	12554
703	29792	12526
704	29845	12488
705	29965	12478
706	30031	12445
707	30070	12402
708	30114	12360
709	30152	12315
710	30217	12282
711	30248	12235
712	30275	12186
713	30300	12137
714	30326	12088
715	30364	12043
716	30407	12001
717	30463	11964
718	30529	11931
719	30573	11889
720	30606	11843
721	30645	11799
722	30689	11757
723	30726	11713
724	30771	11672
725	30802	11625
726	30835	11579
727	30864	11531
728	30905	11488
729	30936	11442
730	30980	11400
731	31021	11357
732	31053	11311
733	31078	11262
734	31153	11232
735	31191	11188
736	31220	11141
737	31249	11093
738	31277	11046
739	31312	11001
740	31355	10959
741	31389	10914
742	31419	10868
743	31447	10820
744	31492	10779
745	31536	10737
746	31573	10693
747	31610	10649
748	31639	10602
749	31688	10562
750	31720	10517
751	31752	10471
752	31782	10425
753	31811	10378
754	31834	10330
755	31868	10285
756	31896	10238
757	31917	10189
758	31945	10143
759	31977	10098
760	32002	10050
761	32036	10006
762	32064	9959
763	32091	9913
764	32117	9866
765	32137	9817
766	32158	9769
767	32185	9722
768	32212	9676
769	32236	9629
770	32266	9583
771	32291	9536
772	32318	9490
773	32348	9445
774	32379	9400
775	32417	9357
776	32447	9312
777	32475	9266
778	32504	9221
779	32523	9173
780	32555	9128
781	32602	9088
782	32626	9042
783	32669	9000
784	32693	8954
785	32718	8908
786	32751	8864
787	32776	8818
788	32801	8771
789	32821	8724
790	32849	8679
791	32871	8632
792	32897	8587
793	32914	8539
794	32944	8495
795	32968	8449
796	32990	8402
797	33013	8356
798	33037	8311
799	33069	8267
800	33103	8224
801	33132	8179
802	33160	8135
803	33188	8090
804	33212	8045
805	33240	8000
806	33269	7956
807	33303	7913
808	33335	7870
809	33358	7824
810	33383	7779
811	33406	7734
812	33431	7689
813	33454	7644
814	33481	7600
815	33512	7556
816	33533	7511
817	33559	7466
818	33583	7422
819	33609	7377
820	33635	7333
821	33656	7288
822	33678	7243
823	33707	7199
824	33730	7154
825	33750	7109
826	33783	7067
827	33825	7026
828	33846	6981
829	33872	6937
830	33896	6893
831	33927	6850
832	33946	6805
833	33975	6762
834	33999	6718
835	34024	6674
836	34064	6633
837	34099	6592
838	34141	6551
839	34183	6511
840	34213	6468
841	34240	6425
842	34266	6381
843	34296	6339
844	34325	6296
845	34363	6255
846	34400	6214
847	34444	6174
848	34476	6131
849	34509	6089
850	34534	6046
851	34560	6003
852	34589	5960
853	34621	5918
854	34648	5876
855	34669	5832
856	34690	5788
857	34715	5745
858	34740	5702
859	34762	5659
860	34790	5616
861	34814	5573
862	34839	5530
863	34864	5487
864	34911	5448
865	34947	5407
866	34971	5364
867	34991	5321
868	35023	5279
869	35048	5237
870	35076	5195
871	35099	5152
872	35124	5109
873	35153	5067
874	35179	5025
875	35204	4983
876	35232	4941
877	35254	4898
878	35277	4856
879	35302	4814
880	35327	4771
881	35357	4730
882	35376	4687
883	35399	4645
884	35431	4604
885	35458	4562
886	35487	4520
887	35529	4481
888	35558	4439
889	35591	4398
890	35615	4357
891	35650	4316
892	35672	4274
893	35700	4232
894	35733	4192
895	35759	4150
896	35784	4109
897	35807	4067
898	35830	4025
899	35855	3983
900	35881	3942
901	35908	3901
902	35937	3860
903	35958	3818
904	35987	3777
905	36016	3736
906	36046	3696
907	36086	3656
908	36117	3615
909	36145	3574
910	36170	3533
911	36191	3492
912	36211	3450
913	36233	3409
914	36256	3368
915	36285	3327
916	36314	3286
917	36350	3246
918	36396	3208
919	36433	3168
920	36463	3127
921	36500	3087
922	36531	3047
923	36562	3007
924	36594	2967
925	36621	2926
926	36651	2886
927	36671	2845
928	36700	2804
929	36723	2764
930	36750	2723
931	36778	2683
932	36808	2643
933	36831	2602
934	36862	2562
935	36895	2522
936	36920	2482
937	36943	2441
938	36980	2402
939	37016	2362
940	37046	2322
941	37081	2283
942	37109	2243
943	37135	2202
944	37156	2162
945	37179	2122
946	37214	2082
947	37236	2042
948	37259	2002
949	37286	1962
950	37312	1922
951	37339	1882
952	37372	1843
953	37398	1803
954	37427	1763
955	37451	1723
956	37480	1684
957	37500	1644
958	37524	1604
959	37551	1564
960	37575	1524
961	37601	1485
962	37623	1445
963	37653	1406
964	37680	1366
965	37702	1327
966	37725	1287
967	37746	1247
968	37782	1208
969	37811	1169
970	37837	1130
971	37873	1090
972	37894	1051
973	37923	1012
974	37948	973
975	37973	933
976	38002	894
977	38031	855
978	38071	816
979	38107	777
980	38135	738
981	38163	699
982	38192	660
983	38213	621
984	38237	582
985	38261	543
986	38292	504
987	38324	465
988	38343	426
989	38374	387
990	38404	348
991	38434	309
992	38474	271
993	38519	232
994	38545	193
995	38569	154
996	38613	116
997	38639	77
998	38659	38
999	38687	0
